UserID,Gender,Age,Occupation,Area
1379,female,56+,retired,Pismo Beach
1380,male,<18,K-12 student,West Fargo
1381,male,18-24,lawyer,Las Vegas
1382,female,45-49,academic/educator,
1383,female,25-34,executive/managerial,Wilmington
1384,male,18-24,K-12 student,Renton
1385,female,25-34,customer service,Lynwood
1386,female,25-34,other,Garfield
1387,female,50-55,retired,Berkeley
1388,male,56+,writer,Albuquerque
1389,male,25-34,technician/engineer,Wilmington
1390,male,35-44,self-employed,Richland
1391,male,35-44,scientist,Laurel
1392,male,45-49,clerical/admin,Los Angeles
1393,male,18-24,college/grad student,
1394,female,25-34,clerical/admin,San Francisco
1395,male,25-34,artist,Garfield
1396,female,25-34,programmer,El Cerrito
1397,male,35-44,executive/managerial,Rochester
1398,female,56+,self-employed,Greenbrae
1399,male,18-24,technician/engineer,New Rochelle
1400,male,25-34,executive/managerial,San Diego
1401,female,18-24,academic/educator,San Leandro
1402,male,18-24,college/grad student,Whittier
1403,female,25-34,other,Madison
1404,male,50-55,self-employed,Thousand Oaks
1405,male,56+,retired,Delray Beach
1406,male,25-34,college/grad student,Chula Vista
1407,female,35-44,scientist,Madison
1408,male,25-34,other,Los Angeles
1409,male,18-24,college/grad student,Portland
1410,male,50-55,executive/managerial,San Mateo
1411,male,35-44,academic/educator,Oaklyn
1412,male,25-34,technician/engineer,Sunnyvale
1413,male,18-24,clerical/admin,Seattle
1414,male,18-24,college/grad student,Phoenix
1415,male,45-49,sales/marketing,Charlottesville
1416,male,25-34,sales/marketing,Seattle
1417,male,35-44,self-employed,Bronx
1418,male,18-24,college/grad student,Ypsilanti
1419,female,25-34,academic/educator,Manteca
1420,male,18-24,college/grad student,Sunderland
1421,female,<18,K-12 student,Madison
1422,male,35-44,technician/engineer,Eyota
1423,male,25-34,college/grad student,Princeton
1424,male,35-44,other,Charlotte
1425,male,<18,K-12 student,Sayreville
1426,male,18-24,sales/marketing,San Carlos
1427,male,25-34,programmer,Annapolis
1428,female,45-49,lawyer,Louisville
1429,female,35-44,clerical/admin,Brooklyn
1430,male,18-24,college/grad student,Portland
1431,male,56+,doctor/health care,La Canada Flintridge
1432,male,35-44,academic/educator,Lafayette
1433,female,18-24,sales/marketing,Grand Rapids
1434,female,<18,K-12 student,
1435,male,25-34,sales/marketing,Ann Arbor
1436,female,50-55,doctor/health care,Beaverton
1437,male,50-55,clerical/admin,Las Vegas
1438,male,18-24,artist,Dundalk
1439,male,35-44,clerical/admin,Lynnwood
1440,male,35-44,programmer,Concord
1441,male,35-44,self-employed,Chippewa Falls
1442,male,18-24,artist,Schenectady
1443,male,35-44,artist,Renton
1444,female,25-34,college/grad student,Pasadena
1445,male,25-34,artist,Seattle
1446,male,35-44,programmer,New York
1447,male,18-24,college/grad student,Fort Collins
1448,female,25-34,clerical/admin,Ephrata
1449,male,35-44,writer,Harrisburg
1450,male,18-24,college/grad student,Berkeley
1451,male,35-44,writer,Los Angeles
1452,female,56+,retired,San Pedro
1453,male,25-34,sales/marketing,Lafayette Hill
1454,male,18-24,college/grad student,Goleta
1455,female,45-49,other,San Diego
1456,male,25-34,artist,Sammamish
1457,male,25-34,academic/educator,Sebastopol
1458,male,<18,other,Medford
1459,female,25-34,other,Louisville
1460,female,18-24,college/grad student,San Jose
1461,female,45-49,other,San Francisco
1462,male,35-44,self-employed,Santa Rosa
1463,male,50-55,self-employed,
1464,male,35-44,programmer,Irving
1465,male,50-55,self-employed,Ventura
1466,male,18-24,college/grad student,Columbia
1467,male,25-34,customer service,Beaverton
1468,male,<18,sales/marketing,Philadelphia
1469,male,56+,writer,Caspar
1470,male,18-24,college/grad student,San Francisco
1471,male,25-34,technician/engineer,Astoria
1472,male,25-34,executive/managerial,Gardena
1473,male,25-34,sales/marketing,New Haven
1474,male,25-34,college/grad student,Seattle
1475,female,25-34,artist,Plano
1476,female,18-24,other,South Pasadena
1477,female,45-49,academic/educator,Whittier
1478,male,<18,K-12 student,Irvine
1479,female,50-55,artist,Alameda
1480,male,25-34,writer,Woodland Hills
1481,male,35-44,technician/engineer,Houston
1482,male,25-34,executive/managerial,San Francisco
1483,male,18-24,college/grad student,Stevens Point
1484,male,25-34,programmer,Parsippany
1485,female,25-34,homemaker,Loveland
1486,male,25-34,self-employed,La Mirada
1487,male,35-44,executive/managerial,Lodi
1488,male,25-34,executive/managerial,Fremont
1489,female,35-44,artist,Evanston
1490,male,50-55,executive/managerial,Torrance
1491,male,18-24,college/grad student,New Haven
1492,male,25-34,programmer,Seattle
1493,female,25-34,sales/marketing,Chicago
1494,male,25-34,technician/engineer,Memphis
1495,male,18-24,other,Huntsville
1496,male,25-34,technician/engineer,San Francisco
1497,male,50-55,customer service,Denver
1498,male,18-24,college/grad student,Cambridge
1499,male,<18,K-12 student,Glenmoore
1500,male,25-34,technician/engineer,Seattle
1501,male,25-34,lawyer,Palestine
1502,male,18-24,college/grad student,Waterford
1503,male,25-34,programmer,Rancho Santa Margarita
1504,male,18-24,unemployed,Fairfax
1505,male,50-55,lawyer,Los Angeles
1506,male,25-34,executive/managerial,Princeton Junction
1507,male,35-44,technician/engineer,Sonoma
1508,female,<18,K-12 student,Fremont
1509,male,<18,other,Plainview
1510,female,25-34,academic/educator,Royal Oak
1511,male,35-44,programmer,North Brunswick
1512,male,25-34,writer,Astoria
1513,female,35-44,self-employed,Aptos
1514,male,18-24,college/grad student,Portland
1515,male,25-34,self-employed,West Bloomfield
1516,female,25-34,programmer,Oak Creek
1517,male,18-24,other,New York
1518,male,25-34,artist,Sacramento
1519,male,18-24,college/grad student,Memphis
1520,male,25-34,technician/engineer,Danville
1521,female,25-34,executive/managerial,North Brunswick
1522,male,35-44,writer,New York
1523,male,25-34,technician/engineer,Stockton
1524,male,18-24,college/grad student,Middletown
1525,female,25-34,self-employed,Albany
1526,male,56+,technician/engineer,Loveland
1527,male,18-24,K-12 student,San Antonio
1528,male,25-34,scientist,San Rafael
1529,male,18-24,college/grad student,Portland
1530,male,25-34,college/grad student,Madison
1531,male,45-49,technician/engineer,Orland Park
1532,male,18-24,sales/marketing,Toledo
1533,male,45-49,academic/educator,Camden
1534,male,50-55,programmer,Valatie
1535,female,18-24,writer,Los Angeles
1536,female,35-44,clerical/admin,Jackson
1537,male,18-24,writer,Brookline
1538,male,25-34,clerical/admin,Winchester
1539,male,25-34,clerical/admin,Pembroke
1540,male,45-49,other,Portland
1541,male,56+,technician/engineer,
1542,male,18-24,technician/engineer,Delmar
1543,male,25-34,lawyer,Mount Kisco
1544,male,25-34,programmer,Saint Louis
1545,male,25-34,writer,Washington
1546,male,25-34,college/grad student,Charlottesville
1547,male,56+,retired,Boston
1548,male,35-44,academic/educator,Madison
1549,male,35-44,doctor/health care,Silver Spring
1550,male,18-24,college/grad student,Valley Stream
1551,male,25-34,lawyer,Washington
1552,male,45-49,writer,New York
1553,female,25-34,scientist,Kansas City
1554,female,35-44,programmer,Carlisle
1555,female,18-24,other,Washington
1556,male,18-24,college/grad student,Royal Oak
1557,female,18-24,college/grad student,New York
1558,male,18-24,doctor/health care,Chicago
1559,male,35-44,farmer,New York
1560,female,25-34,clerical/admin,Chandler
1561,female,18-24,college/grad student,Brooklyn
1562,male,18-24,writer,Toledo
1563,female,<18,K-12 student,Albuquerque
1564,male,50-55,academic/educator,Williamsburg
1565,male,45-49,technician/engineer,Austin
1566,male,35-44,self-employed,Galveston
1567,male,25-34,programmer,New Haven
1568,female,<18,K-12 student,Sunnyvale
1569,female,56+,retired,Red Bank
1570,male,18-24,technician/engineer,Plano
1571,male,25-34,writer,Kirkland
1572,female,25-34,clerical/admin,Medford
1573,male,<18,other,Sugar Land
1574,male,25-34,doctor/health care,Pueblo
1575,female,50-55,executive/managerial,Novato
1576,female,45-49,homemaker,Mesa
1577,male,56+,other,
1578,male,18-24,college/grad student,Arlington
1579,male,25-34,other,Evanston
1580,female,18-24,college/grad student,Denton
1581,female,18-24,college/grad student,New York
1582,male,18-24,other,Yonkers
1583,male,35-44,doctor/health care,San Francisco
1584,male,25-34,unemployed,Athens
1585,male,56+,writer,Big Bear Lake
1586,male,45-49,executive/managerial,Livingston
1587,female,25-34,clerical/admin,Atlanta
1588,male,25-34,lawyer,Falls Church
1589,male,25-34,other,San Jose
1590,male,35-44,academic/educator,Aptos
1591,male,50-55,executive/managerial,Morgantown
1592,male,35-44,executive/managerial,Grimes
1593,male,25-34,self-employed,Corpus Christi
1594,female,35-44,writer,New York
1595,male,35-44,academic/educator,
1596,female,18-24,customer service,Ann Arbor
1597,male,25-34,programmer,New York
1598,male,35-44,retired,Harker Heights
1599,male,25-34,other,Huntington Beach
1600,male,35-44,executive/managerial,Egg Harbor Township
1601,male,25-34,programmer,Jackson
1602,female,25-34,executive/managerial,Ossining
1603,female,25-34,other,Cooperstown
1604,male,25-34,lawyer,Grimes
1605,female,18-24,other,Charlotte
1606,female,35-44,clerical/admin,Minneapolis
1607,male,45-49,academic/educator,Brighton
1608,male,25-34,lawyer,Dallas
1609,female,35-44,homemaker,Greenwich
1610,male,25-34,lawyer,
1611,male,25-34,other,Rochester
1612,male,25-34,technician/engineer,Flushing
1613,male,18-24,writer,Urbana
1614,male,35-44,other,Los Angeles
1615,female,45-49,executive/managerial,New York
1616,male,25-34,other,New Castle
1617,male,25-34,programmer,Mentor
1618,male,50-55,other,Solon
1619,male,50-55,clerical/admin,Howell
1620,male,25-34,writer,Birmingham
1621,male,25-34,college/grad student,Hollis
1622,male,18-24,college/grad student,Madison
1623,male,50-55,scientist,Marlboro
1624,male,25-34,other,Danbury
1625,male,45-49,other,Augusta
1626,male,18-24,college/grad student,New York
1627,male,18-24,technician/engineer,Burbank
1628,male,18-24,writer,Los Angeles
1629,male,18-24,college/grad student,New York
1630,male,45-49,technician/engineer,Valencia
1631,female,50-55,other,Byron
1632,male,25-34,self-employed,San Francisco
1633,female,45-49,executive/managerial,Fairbanks
1634,female,56+,other,Henderson
1635,male,25-34,other,Portland
1636,female,25-34,unemployed,Chicago
1637,male,56+,other,Los Angeles
1638,female,18-24,technician/engineer,Santa Rosa
1639,male,25-34,technician/engineer,Santa Rosa
1640,male,35-44,technician/engineer,Citrus Heights
1641,male,25-34,other,Sacramento
1642,male,50-55,retired,Alton
1643,male,45-49,artist,Long Beach
1644,male,18-24,programmer,Beverly Hills
1645,female,18-24,homemaker,Scott Air Force Base
1646,male,25-34,writer,Los Angeles
1647,male,18-24,tradesman/craftsman,Seattle
1648,male,50-55,sales/marketing,Mesa
1649,male,18-24,unemployed,Kirkland
1650,male,25-34,unemployed,Oakland
1651,male,25-34,programmer,Concord
1652,male,25-34,self-employed,Everett
1653,male,18-24,other,Pacifica
1654,female,45-49,other,San Francisco
1655,male,18-24,college/grad student,Alamo
1656,male,25-34,technician/engineer,San Francisco
1657,female,45-49,other,New York
1658,female,35-44,doctor/health care,
1659,female,18-24,homemaker,Fort Wainwright
1660,female,25-34,artist,San Leandro
1661,male,35-44,executive/managerial,Fort Collins
1662,male,25-34,programmer,San Francisco
1663,male,18-24,college/grad student,College Station
1664,female,18-24,college/grad student,Waco
1665,male,45-49,technician/engineer,Santa Fe
1666,male,25-34,sales/marketing,Pittsburgh
1667,male,50-55,self-employed,Olympia
1668,male,35-44,artist,Auburn
1669,female,25-34,technician/engineer,Carrollton
1670,female,56+,retired,Escalon
1671,male,35-44,other,Port Townsend
1672,male,25-34,technician/engineer,Marina
1673,male,<18,K-12 student,
1674,male,35-44,artist,Sacramento
1675,female,25-34,doctor/health care,Forest Grove
1676,male,18-24,college/grad student,Agoura Hills
1677,male,18-24,sales/marketing,Hillsboro
1678,female,18-24,technician/engineer,Wilsonville
1679,male,25-34,programmer,Redmond
1680,male,25-34,writer,Turlock
1681,male,18-24,college/grad student,Austin
1682,male,25-34,artist,Seattle
1683,female,25-34,executive/managerial,Seattle
1684,male,18-24,clerical/admin,Chandler
1685,male,35-44,programmer,Sacramento
1686,male,35-44,programmer,Redwood City
1687,male,25-34,clerical/admin,Phoenix
1688,female,18-24,college/grad student,Sarasota
1689,male,35-44,customer service,Tacoma
1690,male,35-44,self-employed,Issaquah
1691,female,25-34,technician/engineer,Glendale
1692,male,35-44,writer,Corvallis
1693,male,25-34,programmer,Vancouver
1694,male,25-34,programmer,Seattle
1695,male,25-34,academic/educator,Portland
1696,male,35-44,executive/managerial,Rocklin
1697,female,18-24,college/grad student,Redmond
1698,male,35-44,artist,Portland
1699,female,25-34,unemployed,Seattle
1700,male,25-34,writer,Seattle
1701,female,25-34,college/grad student,Portland
1702,male,18-24,K-12 student,Salem
1703,male,18-24,scientist,Houston
1704,male,25-34,college/grad student,Ellensburg
1705,female,18-24,college/grad student,Phoenix
1706,male,25-34,writer,Philadelphia
1707,male,50-55,academic/educator,Saratoga
1708,male,25-34,other,Kansas City
1709,male,25-34,other,Oklahoma City
1710,male,18-24,other,El Cerrito
1711,female,18-24,college/grad student,Douglasville
1712,male,25-34,other,Edmond
1713,male,25-34,other,Bedford
1714,male,25-34,technician/engineer,Columbus
1715,male,25-34,self-employed,Racine
1716,male,25-34,other,Columbus
1717,female,50-55,doctor/health care,Atlanta
1718,male,18-24,college/grad student,Columbus
1719,male,18-24,self-employed,Oak Brook
1720,male,18-24,college/grad student,Berkeley
1721,male,18-24,unemployed,Chalmette
1722,male,35-44,other,Greenbrier
1723,male,35-44,technician/engineer,Bartlett
1724,male,18-24,college/grad student,
1725,male,18-24,unemployed,Wichita
1726,male,25-34,artist,Melrose Park
1727,male,35-44,self-employed,Des Moines
1728,male,18-24,college/grad student,
1729,male,25-34,executive/managerial,Madison
1730,female,18-24,college/grad student,Glen Ellyn
1731,female,18-24,other,North Hollywood
1732,male,18-24,college/grad student,Hogansburg
1733,male,18-24,sales/marketing,Cambridge
1734,male,45-49,technician/engineer,Oakland
1735,male,18-24,writer,Athens
1736,male,56+,farmer,
1737,male,35-44,writer,South Bend
1738,male,35-44,self-employed,Decatur
1739,male,56+,self-employed,Houston
1740,male,56+,academic/educator,
1741,male,35-44,executive/managerial,Pasadena
1742,male,25-34,scientist,Merchantville
1743,male,35-44,technician/engineer,Lake Jackson
1744,male,35-44,programmer,Clive
1745,male,45-49,other,San Francisco
1746,male,25-34,college/grad student,Miami
1747,male,25-34,other,La Mirada
1748,male,50-55,academic/educator,Lewiston
1749,male,25-34,artist,New York
1750,male,50-55,customer service,New York
1751,male,35-44,writer,Houston
1752,male,25-34,clerical/admin,Honolulu
1753,male,35-44,doctor/health care,Long Beach
1754,male,18-24,unemployed,Mocksville
1755,female,18-24,college/grad student,Houston
1756,female,25-34,academic/educator,Mesquite
1757,male,25-34,college/grad student,Dallas
1758,female,25-34,other,
1759,male,25-34,self-employed,
1760,female,25-34,clerical/admin,Los Angeles
1761,male,35-44,other,Greenbrier
1762,male,25-34,sales/marketing,Dallas
1763,male,35-44,executive/managerial,Keller
1764,male,18-24,other,Mesquite
1765,male,18-24,college/grad student,Hogansburg
1766,female,45-49,other,Pleasanton
1767,male,25-34,writer,Dallas
1768,male,45-49,self-employed,Lewisville
1769,male,25-34,technician/engineer,Dallas
1770,male,35-44,self-employed,Abilene
1771,male,25-34,technician/engineer,Garland
1772,male,56+,artist,Stanton
1773,male,18-24,college/grad student,Hoboken
1774,male,25-34,technician/engineer,Chattaroy
1775,male,25-34,college/grad student,New Orleans
1776,male,25-34,other,Lima
1777,male,25-34,writer,Elizabethtown
1778,male,18-24,college/grad student,Berkeley
1779,male,18-24,academic/educator,Canyon Lake
1780,male,35-44,academic/educator,Vienna
1781,female,35-44,other,Berlin
1782,male,45-49,other,Virginia Beach
1783,male,18-24,college/grad student,New York
1784,male,18-24,writer,Allentown
1785,male,18-24,college/grad student,Waterville
1786,male,45-49,academic/educator,Tucson
1787,male,18-24,farmer,Beverly Hills
1788,male,45-49,artist,Philadelphia
1789,male,<18,K-12 student,Philadelphia
1790,male,25-34,other,Philadelphia
1791,male,18-24,college/grad student,Philadelphia
1792,female,25-34,artist,Cambridge
1793,male,25-34,college/grad student,Washington
1794,male,25-34,lawyer,Gaithersburg
1795,male,18-24,technician/engineer,Laurel
1796,male,50-55,lawyer,Rockville
1797,male,35-44,executive/managerial,Dubuque
1798,male,45-49,lawyer,Arlington
1799,male,35-44,lawyer,New Orleans
1800,male,18-24,college/grad student,New Orleans
1801,female,25-34,doctor/health care,Chippewa Falls
1802,male,18-24,college/grad student,Charlottesville
1803,male,25-34,artist,Ankeny
1804,male,25-34,executive/managerial,Alexandria
1805,male,18-24,college/grad student,Fredericksburg
1806,male,18-24,college/grad student,Fairfax
1807,male,18-24,technician/engineer,College Park
1808,female,18-24,college/grad student,Fairfax
1809,female,25-34,sales/marketing,Watervliet
1810,male,50-55,retired,Beverly Hills
1811,male,56+,artist,Frenchtown
1812,female,25-34,programmer,Ann Arbor
1813,female,35-44,doctor/health care,Los Angeles
1814,male,50-55,executive/managerial,New York
1815,male,<18,academic/educator,Chickamauga
1816,female,35-44,homemaker,Albert Lea
1817,male,35-44,academic/educator,Madison
1818,male,<18,farmer,
1819,female,35-44,programmer,Cincinnati
1820,male,25-34,writer,West Des Moines
1821,male,25-34,writer,Cardington
1822,female,25-34,other,Madison
1823,female,35-44,academic/educator,Anaheim
1824,female,18-24,college/grad student,Sylvania
1825,male,25-34,executive/managerial,Des Moines
1826,male,45-49,lawyer,Onsted
1827,female,25-34,academic/educator,Cliffwood
1828,male,18-24,college/grad student,Hoboken
1829,male,25-34,self-employed,Jersey City
1830,male,18-24,college/grad student,Troy
1831,male,18-24,college/grad student,Whitewater
1832,female,18-24,college/grad student,Clyde
1833,male,18-24,technician/engineer,Hoboken
1834,male,35-44,customer service,Warwick
1835,male,25-34,unemployed,Mineola
1836,male,25-34,other,New York
1837,male,25-34,artist,Edison
1838,male,35-44,executive/managerial,New York
1839,male,18-24,college/grad student,Madison
1840,male,25-34,programmer,Brooklyn
1841,male,18-24,other,Morgan Hill
1842,male,18-24,college/grad student,Whitewater
1843,male,25-34,programmer,New York
1844,female,18-24,college/grad student,Madison
1845,male,25-34,artist,New York
1846,male,45-49,programmer,Santa Clara
1847,male,18-24,college/grad student,Lake Zurich
1848,male,35-44,customer service,New York
1849,male,35-44,executive/managerial,Melville
1850,male,18-24,customer service,Stormville
1851,male,25-34,unemployed,Helena
1852,male,25-34,programmer,New York
1853,male,50-55,other,Long Beach
1854,male,25-34,other,Highland
1855,male,18-24,college/grad student,Ventura
1856,male,56+,executive/managerial,Ramona
1857,male,<18,K-12 student,San Diego
1858,female,18-24,college/grad student,Bozeman
1859,female,25-34,college/grad student,Lawrence
1860,male,56+,self-employed,Vallejo
1861,male,50-55,self-employed,San Diego
1862,male,50-55,sales/marketing,San Jose
1863,male,18-24,college/grad student,Los Angeles
1864,male,35-44,executive/managerial,Palo Alto
1865,female,18-24,academic/educator,Oakland
1866,male,25-34,executive/managerial,Mountain View
1867,male,50-55,executive/managerial,Campbell
1868,male,50-55,lawyer,Highland
1869,male,45-49,sales/marketing,San Jose
1870,male,56+,retired,Chandler
1871,female,45-49,academic/educator,New Haven
1872,male,50-55,writer,San Diego
1873,male,35-44,executive/managerial,Boston
1874,male,45-49,executive/managerial,Watsonville
1875,male,35-44,programmer,San Francisco
1876,male,25-34,programmer,Encinitas
1877,female,45-49,writer,West Hollywood
1878,male,<18,K-12 student,Garden Grove
1879,male,25-34,college/grad student,Rock Hill
1880,male,35-44,other,Arcadia
1881,male,35-44,artist,Campbell
1882,male,35-44,self-employed,Lake Arrowhead
1883,female,50-55,other,Concord
1884,male,45-49,writer,Santa Barbara
1885,male,50-55,technician/engineer,Oakland
1886,male,25-34,programmer,Sunnyvale
1887,male,56+,scientist,San Diego
1888,male,35-44,programmer,San Jose
1889,male,18-24,sales/marketing,Broomfield
1890,male,50-55,doctor/health care,Berkeley
1891,male,45-49,academic/educator,Reseda
1892,male,25-34,writer,Los Angeles
1893,female,35-44,other,Los Angeles
1894,female,35-44,executive/managerial,Oakland
1895,male,35-44,sales/marketing,Las Vegas
1896,male,56+,retired,San Diego
1897,female,50-55,artist,El Cerrito
1898,male,25-34,programmer,Pasadena
1899,female,45-49,doctor/health care,Brighton
1900,male,56+,programmer,San Francisco
1901,male,50-55,executive/managerial,Los Altos
1902,male,25-34,unemployed,Lancaster
1903,male,35-44,other,Santa Monica
1904,male,18-24,academic/educator,Canton
1905,female,35-44,writer,San Francisco
1906,female,25-34,customer service,Chatsworth
1907,male,35-44,technician/engineer,Richmond
1908,male,56+,retired,San Jose
1909,male,18-24,college/grad student,Las Vegas
1910,male,<18,K-12 student,Berkeley
1911,female,18-24,college/grad student,Anaheim
1912,male,25-34,college/grad student,Northridge
1913,male,25-34,technician/engineer,San Jose
1914,female,35-44,sales/marketing,Santa Clara
1915,male,50-55,retired,Ipswich
1916,male,45-49,executive/managerial,Santa Monica
1917,male,18-24,K-12 student,Santa Ana
1918,female,45-49,doctor/health care,Stockton
1919,male,<18,other,Crockett
1920,female,35-44,executive/managerial,Littleton
1921,male,56+,programmer,Tustin
1922,female,25-34,executive/managerial,Palo Alto
1923,male,35-44,executive/managerial,Los Angeles
1924,female,56+,doctor/health care,Cypress
1925,male,50-55,executive/managerial,Yorba Linda
1926,female,<18,other,Santa Rosa
1927,male,35-44,executive/managerial,San Pablo
1928,male,<18,K-12 student,Alameda
1929,female,<18,K-12 student,Pasadena
1930,male,25-34,scientist,Livermore
1931,male,25-34,artist,San Francisco
1932,male,25-34,executive/managerial,San Francisco
1933,male,18-24,unemployed,Berkeley
1934,male,25-34,technician/engineer,Cupertino
1935,male,<18,K-12 student,Santa Monica
1936,male,35-44,other,Los Angeles
1937,male,25-34,lawyer,Fontana
1938,female,25-34,artist,Canyon Country
1939,female,35-44,artist,Fairfax
1940,male,25-34,programmer,San Jose
1941,male,35-44,technician/engineer,Livermore
1942,male,35-44,customer service,Waterville
1943,male,18-24,college/grad student,Burbank
1944,female,18-24,college/grad student,Santa Barbara
1945,male,25-34,writer,Orange
1946,male,25-34,sales/marketing,San Francisco
1947,male,25-34,executive/managerial,Mountain View
1948,male,<18,K-12 student,Santa Barbara
1949,male,18-24,technician/engineer,Wildomar
1950,male,25-34,programmer,Portage
1951,female,18-24,college/grad student,Cypress
1952,male,35-44,academic/educator,South Pasadena
1953,female,25-34,artist,Pleasanton
1954,male,25-34,self-employed,Panorama City
1955,male,<18,unemployed,Manchester
1956,male,35-44,other,Valley City
1957,female,18-24,college/grad student,Williamsburg
1958,female,25-34,academic/educator,Mechanicsburg
1959,female,50-55,retired,Mequon
1960,male,45-49,executive/managerial,
1961,female,50-55,clerical/admin,Chula Vista
1962,female,18-24,academic/educator,Bourbonnais
1963,female,50-55,homemaker,La Mesa
1964,female,25-34,doctor/health care,Reno
1965,male,56+,technician/engineer,Bloomfield Hills
1966,male,25-34,writer,Madera
1967,male,50-55,executive/managerial,San Diego
1968,male,25-34,lawyer,Scottsdale
1969,female,25-34,clerical/admin,San Diego
1970,male,50-55,retired,Henderson
1971,female,25-34,sales/marketing,Denver
1972,male,45-49,technician/engineer,San Diego
1973,male,25-34,academic/educator,Charlottesville
1974,male,35-44,technician/engineer,Slingerlands
1975,male,18-24,college/grad student,Monmouth
1976,male,35-44,customer service,Minot
1977,male,56+,doctor/health care,Somerset
1978,male,<18,K-12 student,West Liberty
1979,male,56+,technician/engineer,Grand Rapids
1980,male,35-44,executive/managerial,Milford
1981,male,56+,academic/educator,Boulder
1982,male,<18,K-12 student,Lyons
1983,male,25-34,sales/marketing,San Diego
1984,male,18-24,K-12 student,San Diego
1985,male,45-49,programmer,San Diego
1986,male,50-55,retired,Spring Valley
1987,male,25-34,technician/engineer,Chatham
1988,female,25-34,academic/educator,Chandler
1989,male,50-55,doctor/health care,Westwood
1990,male,25-34,executive/managerial,Scottsdale
1991,male,25-34,writer,Rochester
1992,male,18-24,college/grad student,Scottsdale
1993,male,35-44,technician/engineer,Anchorage
1994,male,35-44,artist,Henderson
1995,male,25-34,academic/educator,Yuma
1996,male,35-44,other,Nogales
1997,male,25-34,other,Salt Lake City
1998,female,50-55,homemaker,Roanoke
1999,female,35-44,clerical/admin,Boston
2000,male,18-24,college/grad student,Uniontown
2001,male,50-55,academic/educator,Ypsilanti
2002,female,56+,retired,
2003,male,<18,K-12 student,Aurora
2004,male,45-49,unemployed,Mount Horeb
2005,male,18-24,college/grad student,Dickinson
2006,male,35-44,other,Leavenworth
2007,male,50-55,self-employed,Fraser
2008,male,25-34,clerical/admin,Ferndale
2009,female,35-44,executive/managerial,Chicago
2010,male,18-24,college/grad student,Clifton
2011,female,35-44,clerical/admin,Shrewsbury
2012,male,25-34,college/grad student,Spring Lake
2013,male,45-49,other,Oswego
2014,male,18-24,college/grad student,Milwaukee
2015,male,18-24,college/grad student,Amherst
2016,female,56+,artist,Hyattsville
2017,male,25-34,technician/engineer,Huntsville
2018,male,35-44,self-employed,Indianapolis
2019,male,50-55,academic/educator,Durham
2020,male,25-34,executive/managerial,Hamilton
2021,male,25-34,other,Streator
2022,male,25-34,executive/managerial,Glen Ellyn
2023,male,18-24,college/grad student,Mankato
2024,male,<18,unemployed,Stratford
2025,male,56+,retired,Antrim
2026,male,50-55,self-employed,Rives Junction
2027,female,25-34,homemaker,Eastpointe
2028,male,45-49,doctor/health care,Independence
2029,female,25-34,programmer,New York
2030,male,25-34,college/grad student,Kingwood
2031,male,35-44,writer,Chicago
2032,male,50-55,sales/marketing,Canal Fulton
2033,female,45-49,writer,Encino
2034,female,45-49,artist,Lowell
2035,female,18-24,other,Cincinnati
2036,female,25-34,sales/marketing,Los Angeles
2037,male,56+,sales/marketing,Waban
2038,female,45-49,academic/educator,Fort Lauderdale
2039,male,50-55,self-employed,Mundelein
2040,female,25-34,executive/managerial,Needham Heights
2041,female,25-34,writer,Roanoke
2042,male,<18,K-12 student,Ropesville
2043,male,25-34,sales/marketing,Knoxville
2044,female,45-49,other,Fennville
2045,female,<18,other,Vinton
2046,male,35-44,academic/educator,Claremont
2047,male,<18,K-12 student,Guilford
2048,male,50-55,doctor/health care,Spring Lake
2049,female,50-55,other,Syracuse
2050,female,35-44,clerical/admin,Anchorage
2051,male,35-44,executive/managerial,Salinas
2052,male,<18,K-12 student,Carmel
2053,male,45-49,lawyer,Cromwell
2054,male,25-34,programmer,Bedford
2055,male,50-55,lawyer,Kalamazoo
2056,male,25-34,college/grad student,Saint Cloud
2057,male,35-44,academic/educator,Grand Haven
2058,female,56+,academic/educator,Guilford
2059,male,35-44,other,Cleveland
2060,male,<18,academic/educator,Bloomfield Hills
2061,male,56+,academic/educator,Lakewood
2062,male,18-24,college/grad student,Massillon
2063,male,25-34,college/grad student,Logan
2064,male,35-44,academic/educator,Chicopee
2065,male,25-34,doctor/health care,Fort Wayne
2066,female,25-34,doctor/health care,Milwaukee
2067,male,50-55,self-employed,
2068,female,35-44,programmer,Holland
2069,male,56+,scientist,Panhandle
2070,female,35-44,doctor/health care,Syracuse
2071,male,45-49,executive/managerial,Worcester
2072,female,50-55,programmer,Randallstown
2073,female,18-24,college/grad student,Seneca Falls
2074,male,18-24,college/grad student,Ypsilanti
2075,female,25-34,college/grad student,Syracuse
2076,male,18-24,college/grad student,Waterloo
2077,male,18-24,other,Saint Paul
2078,male,18-24,college/grad student,Clinton
2079,male,<18,K-12 student,Cincinnati
2080,male,25-34,lawyer,Knoxville
2081,male,18-24,technician/engineer,Muskegon
2082,male,<18,unemployed,West Bloomfield
2083,male,18-24,college/grad student,
2084,male,18-24,college/grad student,Williamsburg
2085,male,18-24,other,Norwich
2086,male,35-44,sales/marketing,Waterford
2087,male,25-34,other,
2088,male,50-55,executive/managerial,Chicago
2089,male,35-44,technician/engineer,Lancaster
2090,male,35-44,technician/engineer,Sterling Heights
2091,female,35-44,writer,Macomb
