UserID,Gender,Age,Occupation
1570,male,18-24,technician/engineer
1571,male,25-34,writer
1572,female,25-34,clerical/admin
1573,male,<18,other
1574,male,25-34,doctor/health care
1575,female,50-55,executive/managerial
1576,female,45-49,homemaker
1577,male,56+,other
1578,male,18-24,college/grad student
1579,male,25-34,other
1580,female,18-24,college/grad student
1581,female,18-24,college/grad student
1582,male,18-24,other
1583,male,35-44,doctor/health care
1584,male,25-34,unemployed
1585,male,56+,writer
1586,male,45-49,executive/managerial
1587,female,25-34,clerical/admin
1588,male,25-34,lawyer
1589,male,25-34,other
1590,male,35-44,academic/educator
1591,male,50-55,executive/managerial
1592,male,35-44,executive/managerial
1593,male,25-34,self-employed
1594,female,35-44,writer
1595,male,35-44,academic/educator
1596,female,18-24,customer service
1597,male,25-34,programmer
1598,male,35-44,retired
1599,male,25-34,other
1600,male,35-44,executive/managerial
1601,male,25-34,programmer
1602,female,25-34,executive/managerial
1603,female,25-34,other
1604,male,25-34,lawyer
1605,female,18-24,other
1606,female,35-44,clerical/admin
1607,male,45-49,academic/educator
1608,male,25-34,lawyer
1609,female,35-44,homemaker
1610,male,25-34,lawyer
1611,male,25-34,other
1612,male,25-34,technician/engineer
1613,male,18-24,writer
1614,male,35-44,other
1615,female,45-49,executive/managerial
1616,male,25-34,other
1617,male,25-34,programmer
1618,male,50-55,other
1619,male,50-55,clerical/admin
1620,male,25-34,writer
1621,male,25-34,college/grad student
1622,male,18-24,college/grad student
1623,male,50-55,scientist
1624,male,25-34,other
1625,male,45-49,other
1626,male,18-24,college/grad student
1627,male,18-24,technician/engineer
1628,male,18-24,writer
1629,male,18-24,college/grad student
1630,male,45-49,technician/engineer
1631,female,50-55,other
1632,male,25-34,self-employed
1633,female,45-49,executive/managerial
1634,female,56+,other
1635,male,25-34,other
1636,female,25-34,unemployed
1637,male,56+,other
1638,female,18-24,technician/engineer
1639,male,25-34,technician/engineer
1640,male,35-44,technician/engineer
1641,male,25-34,other
1642,male,50-55,retired
1643,male,45-49,artist
1644,male,18-24,programmer
1645,female,18-24,homemaker
1646,male,25-34,writer
1647,male,18-24,tradesman/craftsman
1648,male,50-55,sales/marketing
1649,male,18-24,unemployed
1650,male,25-34,unemployed
1651,male,25-34,programmer
1652,male,25-34,self-employed
1653,male,18-24,other
1654,female,45-49,other
1655,male,18-24,college/grad student
1656,male,25-34,technician/engineer
1657,female,45-49,other
1658,female,35-44,doctor/health care
1659,female,18-24,homemaker
1660,female,25-34,artist
1661,male,35-44,executive/managerial
1662,male,25-34,programmer
1663,male,18-24,college/grad student
1664,female,18-24,college/grad student
1665,male,45-49,technician/engineer
1666,male,25-34,sales/marketing
1667,male,50-55,self-employed
1668,male,35-44,artist
1669,female,25-34,technician/engineer
1670,female,56+,retired
1671,male,35-44,other
1672,male,25-34,technician/engineer
1673,male,<18,K-12 student
1674,male,35-44,artist
1675,female,25-34,doctor/health care
1676,male,18-24,college/grad student
1677,male,18-24,sales/marketing
1678,female,18-24,technician/engineer
1679,male,25-34,programmer
1680,male,25-34,writer
1681,male,18-24,college/grad student
1682,male,25-34,artist
1683,female,25-34,executive/managerial
1684,male,18-24,clerical/admin
1685,male,35-44,programmer
1686,male,35-44,programmer
1687,male,25-34,clerical/admin
1688,female,18-24,college/grad student
1689,male,35-44,customer service
1690,male,35-44,self-employed
1691,female,25-34,technician/engineer
1692,male,35-44,writer
1693,male,25-34,programmer
1694,male,25-34,programmer
1695,male,25-34,academic/educator
1696,male,35-44,executive/managerial
1697,female,18-24,college/grad student
1698,male,35-44,artist
1699,female,25-34,unemployed
1700,male,25-34,writer
1701,female,25-34,college/grad student
1702,male,18-24,K-12 student
1703,male,18-24,scientist
1704,male,25-34,college/grad student
1705,female,18-24,college/grad student
1706,male,25-34,writer
1707,male,50-55,academic/educator
1708,male,25-34,other
1709,male,25-34,other
1710,male,18-24,other
1711,female,18-24,college/grad student
1712,male,25-34,other
1713,male,25-34,other
1714,male,25-34,technician/engineer
1715,male,25-34,self-employed
1716,male,25-34,other
1717,female,50-55,doctor/health care
1718,male,18-24,college/grad student
1719,male,18-24,self-employed
1720,male,18-24,college/grad student
1721,male,18-24,unemployed
1722,male,35-44,other
1723,male,35-44,technician/engineer
1724,male,18-24,college/grad student
1725,male,18-24,unemployed
1726,male,25-34,artist
1727,male,35-44,self-employed
1728,male,18-24,college/grad student
1729,male,25-34,executive/managerial
1730,female,18-24,college/grad student
1731,female,18-24,other
1732,male,18-24,college/grad student
1733,male,18-24,sales/marketing
1734,male,45-49,technician/engineer
1735,male,18-24,writer
1736,male,56+,farmer
1737,male,35-44,writer
1738,male,35-44,self-employed
1739,male,56+,self-employed
1740,male,56+,academic/educator
1741,male,35-44,executive/managerial
1742,male,25-34,scientist
1743,male,35-44,technician/engineer
1744,male,35-44,programmer
1745,male,45-49,other
1746,male,25-34,college/grad student
1747,male,25-34,other
1748,male,50-55,academic/educator
1749,male,25-34,artist
1750,male,50-55,customer service
1751,male,35-44,writer
1752,male,25-34,clerical/admin
1753,male,35-44,doctor/health care
1754,male,18-24,unemployed
1755,female,18-24,college/grad student
1756,female,25-34,academic/educator
1757,male,25-34,college/grad student
1758,female,25-34,other
1759,male,25-34,self-employed
1760,female,25-34,clerical/admin
1761,male,35-44,other
1762,male,25-34,sales/marketing
1763,male,35-44,executive/managerial
1764,male,18-24,other
1765,male,18-24,college/grad student
1766,female,45-49,other
1767,male,25-34,writer
1768,male,45-49,self-employed
1769,male,25-34,technician/engineer
1770,male,35-44,self-employed
1771,male,25-34,technician/engineer
1772,male,56+,artist
1773,male,18-24,college/grad student
1774,male,25-34,technician/engineer
1775,male,25-34,college/grad student
1776,male,25-34,other
1777,male,25-34,writer
1778,male,18-24,college/grad student
1779,male,18-24,academic/educator
1780,male,35-44,academic/educator
1781,female,35-44,other
1782,male,45-49,other
1783,male,18-24,college/grad student
1784,male,18-24,writer
1785,male,18-24,college/grad student
1786,male,45-49,academic/educator
1787,male,18-24,farmer
1788,male,45-49,artist
1789,male,<18,K-12 student
1790,male,25-34,other
1791,male,18-24,college/grad student
1792,female,25-34,artist
1793,male,25-34,college/grad student
1794,male,25-34,lawyer
1795,male,18-24,technician/engineer
1796,male,50-55,lawyer
1797,male,35-44,executive/managerial
1798,male,45-49,lawyer
1799,male,35-44,lawyer
1800,male,18-24,college/grad student
1801,female,25-34,doctor/health care
1802,male,18-24,college/grad student
1803,male,25-34,artist
1804,male,25-34,executive/managerial
1805,male,18-24,college/grad student
1806,male,18-24,college/grad student
1807,male,18-24,technician/engineer
1808,female,18-24,college/grad student
1809,female,25-34,sales/marketing
1810,male,50-55,retired
1811,male,56+,artist
1812,female,25-34,programmer
1813,female,35-44,doctor/health care
1814,male,50-55,executive/managerial
1815,male,<18,academic/educator
1816,female,35-44,homemaker
1817,male,35-44,academic/educator
1818,male,<18,farmer
1819,female,35-44,programmer
1820,male,25-34,writer
1821,male,25-34,writer
1822,female,25-34,other
1823,female,35-44,academic/educator
1824,female,18-24,college/grad student
1825,male,25-34,executive/managerial
1826,male,45-49,lawyer
1827,female,25-34,academic/educator
1828,male,18-24,college/grad student
1829,male,25-34,self-employed
1830,male,18-24,college/grad student
1831,male,18-24,college/grad student
1832,female,18-24,college/grad student
1833,male,18-24,technician/engineer
1834,male,35-44,customer service
1835,male,25-34,unemployed
1836,male,25-34,other
1837,male,25-34,artist
1838,male,35-44,executive/managerial
1839,male,18-24,college/grad student
1840,male,25-34,programmer
1841,male,18-24,other
1842,male,18-24,college/grad student
1843,male,25-34,programmer
1844,female,18-24,college/grad student
1845,male,25-34,artist
1846,male,45-49,programmer
1847,male,18-24,college/grad student
1848,male,35-44,customer service
1849,male,35-44,executive/managerial
1850,male,18-24,customer service
1851,male,25-34,unemployed
1852,male,25-34,programmer
1853,male,50-55,other
1854,male,25-34,other
1855,male,18-24,college/grad student
1856,male,56+,executive/managerial
1857,male,<18,K-12 student
1858,female,18-24,college/grad student
1859,female,25-34,college/grad student
1860,male,56+,self-employed
1861,male,50-55,self-employed
1862,male,50-55,sales/marketing
1863,male,18-24,college/grad student
1864,male,35-44,executive/managerial
1865,female,18-24,academic/educator
1866,male,25-34,executive/managerial
1867,male,50-55,executive/managerial
1868,male,50-55,lawyer
1869,male,45-49,sales/marketing
1870,male,56+,retired
1871,female,45-49,academic/educator
1872,male,50-55,writer
1873,male,35-44,executive/managerial
1874,male,45-49,executive/managerial
1875,male,35-44,programmer
1876,male,25-34,programmer
1877,female,45-49,writer
1878,male,<18,K-12 student
1879,male,25-34,college/grad student
1880,male,35-44,other
1881,male,35-44,artist
1882,male,35-44,self-employed
1883,female,50-55,other
1884,male,45-49,writer
1885,male,50-55,technician/engineer
1886,male,25-34,programmer
1887,male,56+,scientist
1888,male,35-44,programmer
1889,male,18-24,sales/marketing
1890,male,50-55,doctor/health care
1891,male,45-49,academic/educator
1892,male,25-34,writer
1893,female,35-44,other
1894,female,35-44,executive/managerial
1895,male,35-44,sales/marketing
1896,male,56+,retired
1897,female,50-55,artist
1898,male,25-34,programmer
1899,female,45-49,doctor/health care
1900,male,56+,programmer
1901,male,50-55,executive/managerial
1902,male,25-34,unemployed
1903,male,35-44,other
1904,male,18-24,academic/educator
1905,female,35-44,writer
1906,female,25-34,customer service
1907,male,35-44,technician/engineer
1908,male,56+,retired
1909,male,18-24,college/grad student
1910,male,<18,K-12 student
1911,female,18-24,college/grad student
1912,male,25-34,college/grad student
1913,male,25-34,technician/engineer
1914,female,35-44,sales/marketing
1915,male,50-55,retired
1916,male,45-49,executive/managerial
1917,male,18-24,K-12 student
1918,female,45-49,doctor/health care
1919,male,<18,other
1920,female,35-44,executive/managerial
1921,male,56+,programmer
1922,female,25-34,executive/managerial
1923,male,35-44,executive/managerial
1924,female,56+,doctor/health care
1925,male,50-55,executive/managerial
1926,female,<18,other
1927,male,35-44,executive/managerial
1928,male,<18,K-12 student
1929,female,<18,K-12 student
1930,male,25-34,scientist
1931,male,25-34,artist
1932,male,25-34,executive/managerial
1933,male,18-24,unemployed
1934,male,25-34,technician/engineer
1935,male,<18,K-12 student
1936,male,35-44,other
1937,male,25-34,lawyer
1938,female,25-34,artist
1939,female,35-44,artist
1940,male,25-34,programmer
1941,male,35-44,technician/engineer
1942,male,35-44,customer service
1943,male,18-24,college/grad student
1944,female,18-24,college/grad student
1945,male,25-34,writer
1946,male,25-34,sales/marketing
1947,male,25-34,executive/managerial
1948,male,<18,K-12 student
1949,male,18-24,technician/engineer
1950,male,25-34,programmer
1951,female,18-24,college/grad student
1952,male,35-44,academic/educator
1953,female,25-34,artist
1954,male,25-34,self-employed
1955,male,<18,unemployed
1956,male,35-44,other
1957,female,18-24,college/grad student
1958,female,25-34,academic/educator
1959,female,50-55,retired
1960,male,45-49,executive/managerial
1961,female,50-55,clerical/admin
1962,female,18-24,academic/educator
1963,female,50-55,homemaker
1964,female,25-34,doctor/health care
1965,male,56+,technician/engineer
1966,male,25-34,writer
1967,male,50-55,executive/managerial
1968,male,25-34,lawyer
1969,female,25-34,clerical/admin
1970,male,50-55,retired
1971,female,25-34,sales/marketing
1972,male,45-49,technician/engineer
1973,male,25-34,academic/educator
1974,male,35-44,technician/engineer
1975,male,18-24,college/grad student
1976,male,35-44,customer service
1977,male,56+,doctor/health care
1978,male,<18,K-12 student
1979,male,56+,technician/engineer
1980,male,35-44,executive/managerial
1981,male,56+,academic/educator
1982,male,<18,K-12 student
1983,male,25-34,sales/marketing
1984,male,18-24,K-12 student
1985,male,45-49,programmer
1986,male,50-55,retired
1987,male,25-34,technician/engineer
1988,female,25-34,academic/educator
1989,male,50-55,doctor/health care
1990,male,25-34,executive/managerial
1991,male,25-34,writer
1992,male,18-24,college/grad student
1993,male,35-44,technician/engineer
1994,male,35-44,artist
1995,male,25-34,academic/educator
1996,male,35-44,other
1997,male,25-34,other
1998,female,50-55,homemaker
1999,female,35-44,clerical/admin
2000,male,18-24,college/grad student
2001,male,50-55,academic/educator
2002,female,56+,retired
2003,male,<18,K-12 student
2004,male,45-49,unemployed
2005,male,18-24,college/grad student
2006,male,35-44,other
2007,male,50-55,self-employed
2008,male,25-34,clerical/admin
2009,female,35-44,executive/managerial
2010,male,18-24,college/grad student
2011,female,35-44,clerical/admin
2012,male,25-34,college/grad student
2013,male,45-49,other
2014,male,18-24,college/grad student
2015,male,18-24,college/grad student
2016,female,56+,artist
2017,male,25-34,technician/engineer
2018,male,35-44,self-employed
2019,male,50-55,academic/educator
2020,male,25-34,executive/managerial
2021,male,25-34,other
2022,male,25-34,executive/managerial
2023,male,18-24,college/grad student
2024,male,<18,unemployed
2025,male,56+,retired
2026,male,50-55,self-employed
2027,female,25-34,homemaker
2028,male,45-49,doctor/health care
2029,female,25-34,programmer
2030,male,25-34,college/grad student
2031,male,35-44,writer
2032,male,50-55,sales/marketing
2033,female,45-49,writer
2034,female,45-49,artist
2035,female,18-24,other
2036,female,25-34,sales/marketing
2037,male,56+,sales/marketing
2038,female,45-49,academic/educator
2039,male,50-55,self-employed
2040,female,25-34,executive/managerial
2041,female,25-34,writer
2042,male,<18,K-12 student
2043,male,25-34,sales/marketing
2044,female,45-49,other
2045,female,<18,other
2046,male,35-44,academic/educator
2047,male,<18,K-12 student
2048,male,50-55,doctor/health care
2049,female,50-55,other
2050,female,35-44,clerical/admin
2051,male,35-44,executive/managerial
2052,male,<18,K-12 student
2053,male,45-49,lawyer
2054,male,25-34,programmer
2055,male,50-55,lawyer
2056,male,25-34,college/grad student
2057,male,35-44,academic/educator
2058,female,56+,academic/educator
2059,male,35-44,other
2060,male,<18,academic/educator
2061,male,56+,academic/educator
2062,male,18-24,college/grad student
2063,male,25-34,college/grad student
2064,male,35-44,academic/educator
2065,male,25-34,doctor/health care
2066,female,25-34,doctor/health care
2067,male,50-55,self-employed
2068,female,35-44,programmer
2069,male,56+,scientist
2070,female,35-44,doctor/health care
2071,male,45-49,executive/managerial
2072,female,50-55,programmer
2073,female,18-24,college/grad student
2074,male,18-24,college/grad student
2075,female,25-34,college/grad student
2076,male,18-24,college/grad student
2077,male,18-24,other
2078,male,18-24,college/grad student
2079,male,<18,K-12 student
2080,male,25-34,lawyer
2081,male,18-24,technician/engineer
2082,male,<18,unemployed
2083,male,18-24,college/grad student
2084,male,18-24,college/grad student
2085,male,18-24,other
2086,male,35-44,sales/marketing
2087,male,25-34,other
2088,male,50-55,executive/managerial
2089,male,35-44,technician/engineer
2090,male,35-44,technician/engineer
2091,female,35-44,writer
2092,male,56+,academic/educator
2093,male,18-24,other
2094,male,35-44,artist
2095,male,56+,retired
2096,female,25-34,technician/engineer
2097,male,18-24,customer service
2098,male,35-44,writer
2099,female,18-24,other
2100,female,25-34,other
2101,male,25-34,self-employed
2102,male,25-34,lawyer
2103,male,35-44,programmer
2104,male,45-49,scientist
2105,male,25-34,academic/educator
2106,female,18-24,writer
2107,male,25-34,academic/educator
2108,male,<18,K-12 student
2109,male,25-34,self-employed
2110,male,50-55,lawyer
2111,male,56+,retired
2112,female,45-49,programmer
2113,male,25-34,doctor/health care
2114,male,18-24,tradesman/craftsman
2115,male,35-44,technician/engineer
2116,male,18-24,college/grad student
2117,male,56+,retired
2118,male,25-34,sales/marketing
2119,male,35-44,college/grad student
2120,male,<18,other
2121,male,56+,retired
2122,male,35-44,programmer
2123,female,35-44,other
2124,male,25-34,other
2125,male,35-44,clerical/admin
2126,male,56+,sales/marketing
2127,male,18-24,college/grad student
2128,female,45-49,academic/educator
2129,male,25-34,customer service
2130,male,45-49,other
2131,male,25-34,other
2132,male,56+,sales/marketing
2133,female,<18,K-12 student
2134,male,18-24,K-12 student
2135,male,50-55,academic/educator
2136,male,35-44,tradesman/craftsman
2137,female,<18,K-12 student
2138,female,18-24,college/grad student
2139,female,50-55,clerical/admin
2140,male,45-49,sales/marketing
2141,female,50-55,self-employed
2142,female,45-49,sales/marketing
2143,male,18-24,college/grad student
2144,male,18-24,other
2145,male,18-24,K-12 student
2146,male,18-24,artist
2147,female,18-24,other
2148,female,18-24,other
2149,male,25-34,other
2150,female,18-24,college/grad student
2151,male,56+,retired
2152,male,18-24,college/grad student
2153,male,18-24,self-employed
2154,male,25-34,programmer
2155,female,<18,K-12 student
2156,male,18-24,unemployed
2157,female,18-24,clerical/admin
2158,male,25-34,programmer
2159,female,50-55,sales/marketing
2160,female,18-24,unemployed
2161,female,35-44,artist
2162,female,<18,K-12 student
2163,male,18-24,other
2164,male,35-44,other
2165,male,25-34,executive/managerial
2166,male,<18,K-12 student
2167,female,25-34,doctor/health care
2168,male,<18,K-12 student
2169,male,<18,other
2170,female,50-55,self-employed
2171,male,35-44,other
2172,male,18-24,writer
2173,male,50-55,retired
2174,male,50-55,programmer
2175,male,25-34,college/grad student
2176,male,<18,unemployed
2177,female,35-44,writer
2178,male,45-49,sales/marketing
2179,female,25-34,other
2180,male,25-34,programmer
2181,male,25-34,other
2182,female,25-34,college/grad student
2183,female,56+,academic/educator
2184,male,18-24,college/grad student
2185,male,45-49,technician/engineer
2186,male,18-24,customer service
2187,male,45-49,self-employed
2188,female,18-24,unemployed
2189,male,<18,K-12 student
2190,female,25-34,scientist
2191,male,18-24,college/grad student
2192,female,25-34,other
2193,male,<18,K-12 student
2194,male,25-34,technician/engineer
2195,male,<18,K-12 student
2196,male,25-34,programmer
2197,female,25-34,academic/educator
2198,female,35-44,homemaker
2199,male,<18,K-12 student
2200,male,35-44,academic/educator
2201,male,56+,writer
2202,female,<18,K-12 student
2203,male,45-49,programmer
2204,male,56+,clerical/admin
2205,female,25-34,executive/managerial
2206,male,45-49,executive/managerial
2207,male,18-24,college/grad student
2208,male,25-34,other
2209,male,35-44,executive/managerial
2210,male,45-49,technician/engineer
2211,male,45-49,doctor/health care
2212,male,18-24,college/grad student
2213,female,25-34,other
2214,female,25-34,academic/educator
2215,female,25-34,other
2216,female,25-34,writer
2217,male,<18,K-12 student
2218,male,35-44,technician/engineer
2219,male,25-34,doctor/health care
2220,female,50-55,clerical/admin
2221,male,56+,technician/engineer
2222,female,45-49,academic/educator
2223,male,25-34,artist
2224,male,25-34,programmer
2225,male,25-34,customer service
2226,female,25-34,executive/managerial
2227,male,50-55,sales/marketing
2228,male,25-34,programmer
2229,male,45-49,other
2230,female,45-49,academic/educator
2231,male,50-55,lawyer
2232,male,25-34,sales/marketing
2233,female,35-44,clerical/admin
2234,male,56+,academic/educator
2235,male,<18,K-12 student
2236,male,<18,K-12 student
2237,female,35-44,doctor/health care
2238,female,25-34,college/grad student
2239,male,18-24,K-12 student
2240,male,45-49,programmer
2241,male,45-49,customer service
2242,male,18-24,college/grad student
2243,male,45-49,artist
2244,male,<18,K-12 student
2245,male,<18,K-12 student
2246,male,25-34,other
2247,male,45-49,artist
2248,female,35-44,programmer
2249,male,25-34,customer service
2250,male,18-24,unemployed
2251,male,35-44,sales/marketing
2252,female,18-24,academic/educator
2253,female,50-55,other
2254,male,35-44,customer service
2255,female,35-44,doctor/health care
2256,female,45-49,scientist
2257,female,18-24,college/grad student
2258,female,18-24,college/grad student
2259,female,56+,self-employed
2260,female,25-34,writer
2261,male,25-34,customer service
2262,male,45-49,technician/engineer
2263,male,25-34,doctor/health care
2264,female,45-49,executive/managerial
2265,male,56+,retired
2266,female,50-55,artist
2267,female,56+,retired
2268,female,35-44,academic/educator
2269,female,45-49,other
2270,male,18-24,academic/educator
2271,male,50-55,sales/marketing
2272,male,25-34,other
2273,male,25-34,doctor/health care
2274,male,18-24,artist
2275,male,56+,executive/managerial
2276,male,56+,retired
2277,female,45-49,homemaker
2278,male,50-55,technician/engineer
2279,male,50-55,executive/managerial
2280,male,56+,doctor/health care
2281,male,45-49,lawyer
2282,male,50-55,artist
2283,male,35-44,tradesman/craftsman
2284,male,25-34,writer
2285,female,<18,K-12 student
2286,male,35-44,technician/engineer
2287,male,56+,other
2288,male,<18,K-12 student
2289,female,50-55,academic/educator
2290,male,25-34,other
2291,male,45-49,academic/educator
2292,male,50-55,scientist
2293,female,56+,clerical/admin
2294,male,56+,retired
2295,male,45-49,lawyer
2296,female,25-34,doctor/health care
2297,male,56+,retired
2298,male,35-44,technician/engineer
2299,female,18-24,K-12 student
2300,male,56+,retired
2301,female,25-34,programmer
2302,male,50-55,programmer
2303,male,50-55,technician/engineer
2304,male,45-49,programmer
2305,male,50-55,writer
2306,female,18-24,college/grad student
2307,male,25-34,technician/engineer
2308,female,45-49,self-employed
2309,female,45-49,other
2310,male,45-49,programmer
2311,female,25-34,college/grad student
2312,male,45-49,other
2313,female,50-55,doctor/health care
2314,female,25-34,academic/educator
2315,male,56+,executive/managerial
2316,male,35-44,other
2317,female,45-49,homemaker
2318,male,56+,executive/managerial
2319,male,35-44,executive/managerial
2320,female,50-55,academic/educator
2321,male,25-34,executive/managerial
2322,female,56+,retired
2323,male,35-44,clerical/admin
2324,male,35-44,technician/engineer
2325,female,18-24,college/grad student
2326,male,18-24,college/grad student
2327,male,18-24,K-12 student
2328,male,56+,executive/managerial
2329,female,56+,scientist
2330,male,45-49,executive/managerial
2331,male,56+,academic/educator
2332,male,56+,sales/marketing
2333,male,50-55,doctor/health care
2334,female,56+,executive/managerial
2335,male,50-55,technician/engineer
2336,male,35-44,tradesman/craftsman
2337,male,35-44,technician/engineer
2338,male,45-49,technician/engineer
2339,female,56+,clerical/admin
2340,male,35-44,artist
2341,male,56+,academic/educator
2342,male,35-44,clerical/admin
2343,female,45-49,academic/educator
2344,male,25-34,programmer
2345,male,35-44,self-employed
2346,female,<18,K-12 student
2347,male,35-44,academic/educator
2348,male,50-55,programmer
2349,male,25-34,farmer
2350,male,18-24,college/grad student
2351,female,25-34,other
2352,male,50-55,retired
2353,female,35-44,homemaker
2354,male,35-44,lawyer
2355,female,45-49,homemaker
2356,female,50-55,self-employed
2357,female,35-44,sales/marketing
2358,female,56+,doctor/health care
2359,male,56+,retired
2360,male,50-55,doctor/health care
2361,male,56+,executive/managerial
2362,male,25-34,sales/marketing
2363,male,50-55,sales/marketing
2364,female,56+,homemaker
2365,male,50-55,executive/managerial
2366,female,45-49,self-employed
2367,female,25-34,homemaker
2368,female,56+,retired
2369,male,35-44,sales/marketing
2370,male,50-55,academic/educator
2371,female,35-44,executive/managerial
2372,female,45-49,executive/managerial
2373,male,45-49,executive/managerial
2374,male,25-34,sales/marketing
2375,female,50-55,executive/managerial
2376,male,25-34,academic/educator
2377,male,35-44,other
2378,male,25-34,clerical/admin
2379,male,18-24,tradesman/craftsman
2380,male,25-34,college/grad student
2381,female,35-44,homemaker
2382,male,50-55,retired
2383,female,25-34,sales/marketing
2384,male,35-44,technician/engineer
2385,female,45-49,artist
2386,female,25-34,other
2387,male,25-34,technician/engineer
2388,male,56+,customer service
2389,male,25-34,self-employed
2390,female,25-34,doctor/health care
2391,male,50-55,tradesman/craftsman
2392,female,56+,clerical/admin
2393,male,56+,retired
2394,male,35-44,doctor/health care
2395,male,35-44,executive/managerial
2396,female,18-24,other
2397,female,35-44,lawyer
2398,male,25-34,other
2399,male,35-44,technician/engineer
2400,female,25-34,self-employed
2401,male,25-34,college/grad student
2402,male,45-49,technician/engineer
2403,male,18-24,college/grad student
2404,male,18-24,executive/managerial
2405,male,50-55,farmer
2406,female,56+,programmer
2407,male,35-44,self-employed
2408,female,45-49,academic/educator
2409,female,35-44,homemaker
2410,male,56+,executive/managerial
2411,female,35-44,sales/marketing
2412,male,56+,retired
2413,female,56+,executive/managerial
2414,male,25-34,academic/educator
2415,male,25-34,executive/managerial
2416,male,45-49,executive/managerial
2417,male,45-49,academic/educator
2418,female,<18,K-12 student
2419,male,25-34,other
2420,male,50-55,executive/managerial
2421,male,35-44,executive/managerial
2422,female,50-55,homemaker
2423,female,45-49,homemaker
2424,male,25-34,technician/engineer
2425,female,35-44,sales/marketing
2426,male,56+,other
2427,female,25-34,sales/marketing
2428,male,45-49,technician/engineer
2429,male,25-34,artist
2430,male,25-34,college/grad student
2431,female,25-34,college/grad student
2432,male,25-34,college/grad student
2433,male,25-34,college/grad student
2434,male,25-34,college/grad student
2435,male,25-34,college/grad student
2436,male,25-34,executive/managerial
2437,male,25-34,college/grad student
2438,male,35-44,academic/educator
2439,male,45-49,technician/engineer
2440,male,50-55,technician/engineer
2441,female,45-49,doctor/health care
2442,male,35-44,technician/engineer
2443,female,35-44,other
2444,female,45-49,college/grad student
2445,male,25-34,other
2446,male,18-24,executive/managerial
2447,male,25-34,sales/marketing
2448,male,35-44,doctor/health care
2449,male,56+,retired
2450,male,45-49,self-employed
2451,male,45-49,programmer
2452,male,45-49,executive/managerial
2453,male,25-34,executive/managerial
2454,male,18-24,other
2455,male,35-44,executive/managerial
2456,male,25-34,customer service
2457,male,25-34,other
2458,male,25-34,executive/managerial
2459,male,50-55,executive/managerial
2460,female,50-55,academic/educator
2461,male,18-24,college/grad student
2462,male,35-44,academic/educator
2463,male,25-34,executive/managerial
2464,female,18-24,college/grad student
2465,male,50-55,doctor/health care
2466,male,25-34,scientist
2467,male,<18,K-12 student
2468,male,50-55,academic/educator
2469,male,25-34,college/grad student
2470,male,35-44,tradesman/craftsman
2471,male,50-55,retired
2472,male,25-34,tradesman/craftsman
2473,male,25-34,programmer
2474,male,25-34,programmer
2475,female,25-34,tradesman/craftsman
2476,male,50-55,programmer
2477,male,45-49,other
2478,male,50-55,academic/educator
2479,female,25-34,academic/educator
2480,female,18-24,writer
2481,male,35-44,sales/marketing
2482,female,50-55,clerical/admin
2483,male,56+,retired
2484,male,45-49,customer service
2485,male,35-44,sales/marketing
2486,male,18-24,programmer
2487,male,45-49,executive/managerial
2488,female,45-49,artist
2489,female,35-44,homemaker
2490,male,25-34,programmer
2491,male,35-44,executive/managerial
2492,female,45-49,artist
2493,male,45-49,artist
2494,male,18-24,college/grad student
2495,female,18-24,college/grad student
2496,male,50-55,academic/educator
2497,female,50-55,sales/marketing
2498,male,56+,tradesman/craftsman
2499,male,50-55,other
2500,male,56+,academic/educator
2501,male,25-34,scientist
2502,male,56+,retired
2503,male,35-44,technician/engineer
2504,male,25-34,executive/managerial
2505,male,25-34,executive/managerial
2506,female,25-34,sales/marketing
2507,male,25-34,college/grad student
2508,female,35-44,clerical/admin
2509,male,25-34,customer service
2510,male,25-34,executive/managerial
2511,male,25-34,executive/managerial
2512,female,45-49,sales/marketing
2513,male,56+,academic/educator
2514,male,56+,sales/marketing
2515,male,45-49,programmer
2516,female,45-49,doctor/health care
2517,female,35-44,homemaker
2518,male,25-34,executive/managerial
2519,female,45-49,artist
2520,female,56+,artist
2521,male,35-44,technician/engineer
2522,male,18-24,lawyer
2523,male,25-34,technician/engineer
2524,female,56+,homemaker
2525,female,35-44,academic/educator
2526,male,56+,retired
2527,male,35-44,scientist
2528,male,56+,other
2529,female,35-44,homemaker
2530,male,18-24,other
2531,female,45-49,executive/managerial
2532,female,56+,retired
2533,female,25-34,clerical/admin
2534,female,50-55,doctor/health care
2535,female,56+,artist
2536,male,56+,retired
2537,male,35-44,lawyer
2538,male,56+,retired
2539,male,35-44,executive/managerial
2540,female,45-49,doctor/health care
2541,female,35-44,customer service
2542,female,45-49,retired
2543,female,35-44,other
2544,male,45-49,academic/educator
2545,male,56+,retired
2546,female,56+,retired
2547,female,35-44,other
2548,female,35-44,doctor/health care
2549,male,56+,retired
2550,male,50-55,executive/managerial
2551,male,25-34,programmer
2552,female,25-34,homemaker
2553,male,25-34,executive/managerial
2554,male,25-34,academic/educator
2555,male,56+,executive/managerial
2556,male,25-34,college/grad student
2557,female,18-24,unemployed
2558,male,56+,technician/engineer
2559,male,18-24,K-12 student
2560,female,45-49,doctor/health care
2561,male,25-34,scientist
2562,male,18-24,other
2563,male,45-49,retired
2564,female,35-44,writer
2565,male,35-44,customer service
2566,male,35-44,technician/engineer
2567,male,25-34,other
